timestamp_hours,timestamp_minutes,timestamp_seconds,latitude,longitude,pressure[hPa],temperature[degC],humidity[percent],altitude,heading,roll,pitch,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,distance,direction
14,58,0.0,40.14250833333333,139.98822333333334,997.5817297592121,39.64080012971535,42.77899229239308,131.25030317937697,315.1875,93.375,-0.375,41.0,19.25,17.1875,0.028888888888888888,-0.006666666666666667,0.01888888888888889,-9.39,-1.15,0.5,66.32504373945694,292.2569791939123
14,58,1.0,40.14250833333333,139.98822333333334,997.5377074432566,39.630731611535886,42.87692664764862,131.62141462115264,315.375,93.4375,-0.25,40.5625,19.0,17.1875,-0.04,0.01888888888888889,-0.012222222222222223,-10.31,-1.13,0.71,66.32504373945694,292.2569791939123
14,58,2.0,40.14250833333333,139.98822333333334,997.518296951875,39.6357658704801,42.64827746277704,131.78505073937365,315.5,93.4375,-0.125,41.0,19.0,16.6875,0.04666666666666667,-0.02,0.03333333333333333,-9.27,-1.42,0.66,66.32504373945694,292.2569791939123
14,58,3.0,40.14250833333333,139.98822333333334,997.5265006040163,39.64080012971535,42.7898821358558,131.71589123839914,315.5625,93.5,-0.125,39.5,19.6875,16.25,0.017777777777777778,-0.0077777777777777776,0.008888888888888889,-10.5,-0.33,0.67,66.32504373945694,292.2569791939123
14,58,4.0,40.14250833333333,139.98822333333334,997.5817297592121,39.64080012971535,42.4958441545962,131.25030317937697,315.375,93.4375,-0.3125,40.5625,19.25,18.0,0.005555555555555556,-0.0022222222222222222,0.012222222222222223,-9.68,-0.47,0.41,66.32504373945694,292.2569791939123
14,58,6.0,40.14250833333333,139.98822333333334,997.6339574853918,39.655902909167345,42.452376336608225,130.81003670935152,315.1875,93.25,-0.5625,40.1875,19.6875,17.1875,-0.04666666666666667,0.013333333333333334,-0.0022222222222222222,-10.34,-1.16,0.64,66.32504373945694,292.2569791939123
14,58,7.0,40.14250833333333,139.98822333333334,997.6555677490137,39.68610847592936,42.43622912809685,130.62787313308647,315.125,93.1875,-0.625,40.5625,18.5625,18.0,-0.0044444444444444444,0.01,-0.006666666666666667,-9.0,0.43,0.02,66.32504373945694,292.2569791939123
14,58,8.0,40.14250833333333,139.98822333333334,997.5809216802246,39.691142738074994,42.28921361066074,131.25711522667376,314.9375,93.125,-0.8125,42.0625,18.5625,16.6875,-0.023333333333333334,0.02,-0.014444444444444444,-9.95,-1.08,0.47,66.32504373945694,292.2569791939123
14,58,9.0,40.14250833333333,139.98822333333334,997.5390868317929,39.71631405316875,42.47454287849178,131.60978607055952,314.625,92.9375,-1.1875,39.875,19.25,16.6875,-0.006666666666666667,-0.021111111111111112,-0.005555555555555556,-9.71,-0.05,0.53,66.32504373945694,292.2569791939123
14,58,10.0,40.14250833333333,139.98822333333334,997.5226806127181,39.70624552625814,42.52349430388807,131.74809497123547,314.625,92.875,-1.1875,40.1875,19.6875,17.1875,-0.01888888888888889,-0.0077777777777777776,-0.008888888888888889,-9.33,-1.09,0.34,66.32504373945694,292.2569791939123
